tissue	assay	species	filename	original
Endoderm	ATAC	danio_rerio	GSE243256_hpf11_Endoderm.narrow_peak.gz	GSE243256_hpf11_Endoderm.narrow_peak.gz
Retina_RGC	ATAC	danio_rerio	GSE243256_hpf72_Retina_RGC.narrow_peak.gz	GSE243256_hpf72_Retina_RGC.narrow_peak.gz
Margin_involuted	ATAC	danio_rerio	GSE243256_hpf6_Margin_involuted.narrow_peak.gz	GSE243256_hpf6_Margin_involuted.narrow_peak.gz
Retina_Photoreceptor_precursor_cells	ATAC	danio_rerio	GSE243256_hpf72_Retina_Photoreceptor_precursor_cells.narrow_peak.gz	GSE243256_hpf72_Retina_Photoreceptor_precursor_cells.narrow_peak.gz
Differentiating_neurons_dlx1a	ATAC	danio_rerio	GSE243256_hpf42_Differentiating_neurons_dlx1a.narrow_peak.gz	GSE243256_hpf42_Differentiating_neurons_dlx1a.narrow_peak.gz
Immune_cells	ATAC	danio_rerio	GSE243256_hpf42_Immune_cells.narrow_peak.gz	GSE243256_hpf42_Immune_cells.narrow_peak.gz
Midbrain	ATAC	danio_rerio	GSE243256_hpf34_Midbrain.narrow_peak.gz	GSE243256_hpf34_Midbrain.narrow_peak.gz
Heart_field	ATAC	danio_rerio	GSE243256_hpf24_Heart_field.narrow_peak.gz	GSE243256_hpf24_Heart_field.narrow_peak.gz
Endothelial	ATAC	danio_rerio	GSE243256_hpf22_Endothelial.narrow_peak.gz	GSE243256_hpf22_Endothelial.narrow_peak.gz
Telencephalon	ATAC	danio_rerio	GSE243256_hpf10_Telencephalon.narrow_peak.gz	GSE243256_hpf10_Telencephalon.narrow_peak.gz
Tailbud_spinal_cord	ATAC	danio_rerio	GSE243256_hpf72_Tailbud_spinal_cord.narrow_peak.gz	GSE243256_hpf72_Tailbud_spinal_cord.narrow_peak.gz
Myotome	ATAC	danio_rerio	GSE243256_hpf34_Myotome.narrow_peak.gz	GSE243256_hpf34_Myotome.narrow_peak.gz
Erythroid	ATAC	danio_rerio	GSE243256_hpf34_Erythroid.narrow_peak.gz	GSE243256_hpf34_Erythroid.narrow_peak.gz
Retina_pigmented_epithelium	ATAC	danio_rerio	GSE243256_hpf38_Retina_pigmented_epithelium.narrow_peak.gz	GSE243256_hpf38_Retina_pigmented_epithelium.narrow_peak.gz
Differentiating_neurons_eomesa	ATAC	danio_rerio	GSE243256_hpf20_Differentiating_neurons_eomesa.narrow_peak.gz	GSE243256_hpf20_Differentiating_neurons_eomesa.narrow_peak.gz
Differentiating_neurons	ATAC	danio_rerio	GSE243256_hpf72_Differentiating_neurons.narrow_peak.gz	GSE243256_hpf72_Differentiating_neurons.narrow_peak.gz
Midbrain_ventral	ATAC	danio_rerio	GSE243256_hpf72_Midbrain_ventral.narrow_peak.gz	GSE243256_hpf72_Midbrain_ventral.narrow_peak.gz
Retina_Photoreceptor_precursor_cells	ATAC	danio_rerio	GSE243256_hpf48_Retina_Photoreceptor_precursor_cells.narrow_peak.gz	GSE243256_hpf48_Retina_Photoreceptor_precursor_cells.narrow_peak.gz
Pectoral_fin_field	ATAC	danio_rerio	GSE243256_hpf18_Pectoral_fin_field.narrow_peak.gz	GSE243256_hpf18_Pectoral_fin_field.narrow_peak.gz
Posterior_ventral_phox2bb	ATAC	danio_rerio	GSE243256_hpf24_Posterior_ventral_phox2bb.narrow_peak.gz	GSE243256_hpf24_Posterior_ventral_phox2bb.narrow_peak.gz
Fast_muscle_cells	ATAC	danio_rerio	GSE243256_hpf48_Fast_muscle_cells.narrow_peak.gz	GSE243256_hpf48_Fast_muscle_cells.narrow_peak.gz
Anterior_neural_ridge	ATAC	danio_rerio	GSE243256_hpf14_Anterior_neural_ridge.narrow_peak.gz	GSE243256_hpf14_Anterior_neural_ridge.narrow_peak.gz
Tailbud_mesoderm	ATAC	danio_rerio	GSE243256_hpf18_Tailbud_mesoderm.narrow_peak.gz	GSE243256_hpf18_Tailbud_mesoderm.narrow_peak.gz
Retina_neurogenesis	ATAC	danio_rerio	GSE243256_hpf34_Retina_neurogenesis.narrow_peak.gz	GSE243256_hpf34_Retina_neurogenesis.narrow_peak.gz
Neural_crest	ATAC	danio_rerio	GSE243256_hpf20_Neural_crest.narrow_peak.gz	GSE243256_hpf20_Neural_crest.narrow_peak.gz
Pronephric_duct	ATAC	danio_rerio	GSE243256_hpf72_Pronephric_duct.narrow_peak.gz	GSE243256_hpf72_Pronephric_duct.narrow_peak.gz
Mesoderm_lateral_plate_fli1a	ATAC	danio_rerio	GSE243256_hpf11_Mesoderm_lateral_plate_fli1a.narrow_peak.gz	GSE243256_hpf11_Mesoderm_lateral_plate_fli1a.narrow_peak.gz
Hindbrain_ventral	ATAC	danio_rerio	GSE243256_hpf18_Hindbrain_ventral.narrow_peak.gz	GSE243256_hpf18_Hindbrain_ventral.narrow_peak.gz
Epidermal	ATAC	danio_rerio	GSE243256_hpf30_Epidermal.narrow_peak.gz	GSE243256_hpf30_Epidermal.narrow_peak.gz
Retina_neuroblasts	ATAC	danio_rerio	GSE243256_hpf48_Retina_neuroblasts.narrow_peak.gz	GSE243256_hpf48_Retina_neuroblasts.narrow_peak.gz
Diencephalon	ATAC	danio_rerio	GSE243256_hpf42_Diencephalon.narrow_peak.gz	GSE243256_hpf42_Diencephalon.narrow_peak.gz
Differentiating_neurons_eomes	ATAC	danio_rerio	GSE243256_hpf42_Differentiating_neurons_eomes.narrow_peak.gz	GSE243256_hpf42_Differentiating_neurons_eomes.narrow_peak.gz
Telencephalon	ATAC	danio_rerio	GSE243256_hpf30_Telencephalon.narrow_peak.gz	GSE243256_hpf30_Telencephalon.narrow_peak.gz
Lateral_line_primordium	ATAC	danio_rerio	GSE243256_hpf14_Lateral_line_primordium.narrow_peak.gz	GSE243256_hpf14_Lateral_line_primordium.narrow_peak.gz
Mesoderm_lateral_plate_fli1a	ATAC	danio_rerio	GSE243256_hpf12_Mesoderm_lateral_plate_fli1a.narrow_peak.gz	GSE243256_hpf12_Mesoderm_lateral_plate_fli1a.narrow_peak.gz
Heart_field	ATAC	danio_rerio	GSE243256_hpf48_Heart_field.narrow_peak.gz	GSE243256_hpf48_Heart_field.narrow_peak.gz
Fast_muscle_cells	ATAC	danio_rerio	GSE243256_hpf30_Fast_muscle_cells.narrow_peak.gz	GSE243256_hpf30_Fast_muscle_cells.narrow_peak.gz
Floorplate	ATAC	danio_rerio	GSE243256_hpf18_Floorplate.narrow_peak.gz	GSE243256_hpf18_Floorplate.narrow_peak.gz
Epidermal	ATAC	danio_rerio	GSE243256_hpf11_Epidermal.narrow_peak.gz	GSE243256_hpf11_Epidermal.narrow_peak.gz
Periderm	ATAC	danio_rerio	GSE243256_hpf42_Periderm.narrow_peak.gz	GSE243256_hpf42_Periderm.narrow_peak.gz
Retina_Cone_bipolar_cells	ATAC	danio_rerio	GSE243256_hpf72_Retina_Cone_bipolar_cells.narrow_peak.gz	GSE243256_hpf72_Retina_Cone_bipolar_cells.narrow_peak.gz
Retina_neurogenesis	ATAC	danio_rerio	GSE243256_hpf48_Retina_neurogenesis.narrow_peak.gz	GSE243256_hpf48_Retina_neurogenesis.narrow_peak.gz
Vessel_progenitor	ATAC	danio_rerio	GSE243256_hpf38_Vessel_progenitor.narrow_peak.gz	GSE243256_hpf38_Vessel_progenitor.narrow_peak.gz
Pharyngeal_arch	ATAC	danio_rerio	GSE243256_hpf34_Pharyngeal_arch.narrow_peak.gz	GSE243256_hpf34_Pharyngeal_arch.narrow_peak.gz
Olfactory_placode	ATAC	danio_rerio	GSE243256_hpf72_Olfactory_placode.narrow_peak.gz	GSE243256_hpf72_Olfactory_placode.narrow_peak.gz
Pronephric_duct	ATAC	danio_rerio	GSE243256_hpf34_Pronephric_duct.narrow_peak.gz	GSE243256_hpf34_Pronephric_duct.narrow_peak.gz
Retina_neurogenesis	ATAC	danio_rerio	GSE243256_hpf42_Retina_neurogenesis.narrow_peak.gz	GSE243256_hpf42_Retina_neurogenesis.narrow_peak.gz
Midbrain	ATAC	danio_rerio	GSE243256_hpf20_Midbrain.narrow_peak.gz	GSE243256_hpf20_Midbrain.narrow_peak.gz
YSL	ATAC	danio_rerio	GSE243256_hpf7_YSL.narrow_peak.gz	GSE243256_hpf7_YSL.narrow_peak.gz
Anterior_neural_ridge	ATAC	danio_rerio	GSE243256_hpf18_Anterior_neural_ridge.narrow_peak.gz	GSE243256_hpf18_Anterior_neural_ridge.narrow_peak.gz
Optic_cup	ATAC	danio_rerio	GSE243256_hpf18_Optic_cup.narrow_peak.gz	GSE243256_hpf18_Optic_cup.narrow_peak.gz
Prechordal_plate	ATAC	danio_rerio	GSE243256_hpf8_Prechordal_plate.narrow_peak.gz	GSE243256_hpf8_Prechordal_plate.narrow_peak.gz
Endothelial	ATAC	danio_rerio	GSE243256_hpf48_Endothelial.narrow_peak.gz	GSE243256_hpf48_Endothelial.narrow_peak.gz
Mesoderm_adaxial_cells	ATAC	danio_rerio	GSE243256_hpf14_Mesoderm_adaxial_cells.narrow_peak.gz	GSE243256_hpf14_Mesoderm_adaxial_cells.narrow_peak.gz
Differentiating_neurons_dlx1a	ATAC	danio_rerio	GSE243256_hpf48_Differentiating_neurons_dlx1a.narrow_peak.gz	GSE243256_hpf48_Differentiating_neurons_dlx1a.narrow_peak.gz
EVL	ATAC	danio_rerio	GSE243256_hpf9_EVL.narrow_peak.gz	GSE243256_hpf9_EVL.narrow_peak.gz
Lens	ATAC	danio_rerio	GSE243256_hpf34_Lens.narrow_peak.gz	GSE243256_hpf34_Lens.narrow_peak.gz
Roofplate	ATAC	danio_rerio	GSE243256_hpf72_Roofplate.narrow_peak.gz	GSE243256_hpf72_Roofplate.narrow_peak.gz
Diencephalon	ATAC	danio_rerio	GSE243256_hpf14_Diencephalon.narrow_peak.gz	GSE243256_hpf14_Diencephalon.narrow_peak.gz
Pronephric_duct	ATAC	danio_rerio	GSE243256_hpf30_Pronephric_duct.narrow_peak.gz	GSE243256_hpf30_Pronephric_duct.narrow_peak.gz
Vessel_progenitor	ATAC	danio_rerio	GSE243256_hpf34_Vessel_progenitor.narrow_peak.gz	GSE243256_hpf34_Vessel_progenitor.narrow_peak.gz
Olfactory_placode	ATAC	danio_rerio	GSE243256_hpf38_Olfactory_placode.narrow_peak.gz	GSE243256_hpf38_Olfactory_placode.narrow_peak.gz
Vessel_progenitor	ATAC	danio_rerio	GSE243256_hpf22_Vessel_progenitor.narrow_peak.gz	GSE243256_hpf22_Vessel_progenitor.narrow_peak.gz
Fast_muscle_cells	ATAC	danio_rerio	GSE243256_hpf22_Fast_muscle_cells.narrow_peak.gz	GSE243256_hpf22_Fast_muscle_cells.narrow_peak.gz
Anterior_neural_ridge	ATAC	danio_rerio	GSE243256_hpf20_Anterior_neural_ridge.narrow_peak.gz	GSE243256_hpf20_Anterior_neural_ridge.narrow_peak.gz
Olfactory_placode	ATAC	danio_rerio	GSE243256_hpf20_Olfactory_placode.narrow_peak.gz	GSE243256_hpf20_Olfactory_placode.narrow_peak.gz
Neural_anterior	ATAC	danio_rerio	GSE243256_hpf11_Neural_anterior.narrow_peak.gz	GSE243256_hpf11_Neural_anterior.narrow_peak.gz
Epidermal_foxi3a	ATAC	danio_rerio	GSE243256_hpf22_Epidermal_foxi3a.narrow_peak.gz	GSE243256_hpf22_Epidermal_foxi3a.narrow_peak.gz
Cardiac_muscle	ATAC	danio_rerio	GSE243256_hpf24_Cardiac_muscle.narrow_peak.gz	GSE243256_hpf24_Cardiac_muscle.narrow_peak.gz
Hindbrain_dorsal	ATAC	danio_rerio	GSE243256_hpf20_Hindbrain_dorsal.narrow_peak.gz	GSE243256_hpf20_Hindbrain_dorsal.narrow_peak.gz
Retina_neurogenesis	ATAC	danio_rerio	GSE243256_hpf30_Retina_neurogenesis.narrow_peak.gz	GSE243256_hpf30_Retina_neurogenesis.narrow_peak.gz
Heart_field	ATAC	danio_rerio	GSE243256_hpf38_Heart_field.narrow_peak.gz	GSE243256_hpf38_Heart_field.narrow_peak.gz
YSL	ATAC	danio_rerio	GSE243256_hpf42_YSL.narrow_peak.gz	GSE243256_hpf42_YSL.narrow_peak.gz
Diencephalon	ATAC	danio_rerio	GSE243256_hpf20_Diencephalon.narrow_peak.gz	GSE243256_hpf20_Diencephalon.narrow_peak.gz
Periderm	ATAC	danio_rerio	GSE243256_hpf30_Periderm.narrow_peak.gz	GSE243256_hpf30_Periderm.narrow_peak.gz
Diencephalon	ATAC	danio_rerio	GSE243256_hpf12_Diencephalon.narrow_peak.gz	GSE243256_hpf12_Diencephalon.narrow_peak.gz
Retina_pigmented_epithelium	ATAC	danio_rerio	GSE243256_hpf20_Retina_pigmented_epithelium.narrow_peak.gz	GSE243256_hpf20_Retina_pigmented_epithelium.narrow_peak.gz
Immune_cells	ATAC	danio_rerio	GSE243256_hpf30_Immune_cells.narrow_peak.gz	GSE243256_hpf30_Immune_cells.narrow_peak.gz
Pharyngeal_epidermis	ATAC	danio_rerio	GSE243256_hpf34_Pharyngeal_epidermis.narrow_peak.gz	GSE243256_hpf34_Pharyngeal_epidermis.narrow_peak.gz
Cardiac_muscle	ATAC	danio_rerio	GSE243256_hpf38_Cardiac_muscle.narrow_peak.gz	GSE243256_hpf38_Cardiac_muscle.narrow_peak.gz
Differentiating_neurons	ATAC	danio_rerio	GSE243256_hpf48_Differentiating_neurons.narrow_peak.gz	GSE243256_hpf48_Differentiating_neurons.narrow_peak.gz
Neural_plate_anterior	ATAC	danio_rerio	GSE243256_hpf10_Neural_plate_anterior.narrow_peak.gz	GSE243256_hpf10_Neural_plate_anterior.narrow_peak.gz
Retina_RGC	ATAC	danio_rerio	GSE243256_hpf42_Retina_RGC.narrow_peak.gz	GSE243256_hpf42_Retina_RGC.narrow_peak.gz
Slow_muscle_cells	ATAC	danio_rerio	GSE243256_hpf72_Slow_muscle_cells.narrow_peak.gz	GSE243256_hpf72_Slow_muscle_cells.narrow_peak.gz
Lens	ATAC	danio_rerio	GSE243256_hpf38_Lens.narrow_peak.gz	GSE243256_hpf38_Lens.narrow_peak.gz
Tailbud_spinal_cord	ATAC	danio_rerio	GSE243256_hpf12_Tailbud_spinal_cord.narrow_peak.gz	GSE243256_hpf12_Tailbud_spinal_cord.narrow_peak.gz
Hatching_gland	ATAC	danio_rerio	GSE243256_hpf14_Hatching_gland.narrow_peak.gz	GSE243256_hpf14_Hatching_gland.narrow_peak.gz
EVL	ATAC	danio_rerio	GSE243256_hpf7_EVL.narrow_peak.gz	GSE243256_hpf7_EVL.narrow_peak.gz
Floorplate	ATAC	danio_rerio	GSE243256_hpf48_Floorplate.narrow_peak.gz	GSE243256_hpf48_Floorplate.narrow_peak.gz
Hatching_gland	ATAC	danio_rerio	GSE243256_hpf30_Hatching_gland.narrow_peak.gz	GSE243256_hpf30_Hatching_gland.narrow_peak.gz
Floorplate	ATAC	danio_rerio	GSE243256_hpf72_Floorplate.narrow_peak.gz	GSE243256_hpf72_Floorplate.narrow_peak.gz
Telencephalon	ATAC	danio_rerio	GSE243256_hpf18_Telencephalon.narrow_peak.gz	GSE243256_hpf18_Telencephalon.narrow_peak.gz
Retina_Horizontal_cells	ATAC	danio_rerio	GSE243256_hpf72_Retina_Horizontal_cells.narrow_peak.gz	GSE243256_hpf72_Retina_Horizontal_cells.narrow_peak.gz
Pharyngeal_epidermis	ATAC	danio_rerio	GSE243256_hpf48_Pharyngeal_epidermis.narrow_peak.gz	GSE243256_hpf48_Pharyngeal_epidermis.narrow_peak.gz
Cardiac_muscle	ATAC	danio_rerio	GSE243256_hpf48_Cardiac_muscle.narrow_peak.gz	GSE243256_hpf48_Cardiac_muscle.narrow_peak.gz
Vessel_progenitor	ATAC	danio_rerio	GSE243256_hpf20_Vessel_progenitor.narrow_peak.gz	GSE243256_hpf20_Vessel_progenitor.narrow_peak.gz
Myotome	ATAC	danio_rerio	GSE243256_hpf14_Myotome.narrow_peak.gz	GSE243256_hpf14_Myotome.narrow_peak.gz
Retina_neuroblasts	ATAC	danio_rerio	GSE243256_hpf34_Retina_neuroblasts.narrow_peak.gz	GSE243256_hpf34_Retina_neuroblasts.narrow_peak.gz
Retina_pigmented_epithelium	ATAC	danio_rerio	GSE243256_hpf72_Retina_pigmented_epithelium.narrow_peak.gz	GSE243256_hpf72_Retina_pigmented_epithelium.narrow_peak.gz
Epiblast	ATAC	danio_rerio	GSE243256_hpf6_Epiblast.narrow_peak.gz	GSE243256_hpf6_Epiblast.narrow_peak.gz
Myotome	ATAC	danio_rerio	GSE243256_hpf72_Myotome.narrow_peak.gz	GSE243256_hpf72_Myotome.narrow_peak.gz
Notochord	ATAC	danio_rerio	GSE243256_hpf9_Notochord.narrow_peak.gz	GSE243256_hpf9_Notochord.narrow_peak.gz
EVL	ATAC	danio_rerio	GSE243256_hpf5_EVL.narrow_peak.gz	GSE243256_hpf5_EVL.narrow_peak.gz
Hatching_gland	ATAC	danio_rerio	GSE243256_hpf38_Hatching_gland.narrow_peak.gz	GSE243256_hpf38_Hatching_gland.narrow_peak.gz
Neural_plate_posterior	ATAC	danio_rerio	GSE243256_hpf14_Neural_plate_posterior.narrow_peak.gz	GSE243256_hpf14_Neural_plate_posterior.narrow_peak.gz
Otic_placode	ATAC	danio_rerio	GSE243256_hpf30_Otic_placode.narrow_peak.gz	GSE243256_hpf30_Otic_placode.narrow_peak.gz
Erythroid	ATAC	danio_rerio	GSE243256_hpf72_Erythroid.narrow_peak.gz	GSE243256_hpf72_Erythroid.narrow_peak.gz
Periderm	ATAC	danio_rerio	GSE243256_hpf12_Periderm.narrow_peak.gz	GSE243256_hpf12_Periderm.narrow_peak.gz
Hindbrain_dorsal	ATAC	danio_rerio	GSE243256_hpf18_Hindbrain_dorsal.narrow_peak.gz	GSE243256_hpf18_Hindbrain_dorsal.narrow_peak.gz
Mesoderm_lateral_plate_tbx1	ATAC	danio_rerio	GSE243256_hpf12_Mesoderm_lateral_plate_tbx1.narrow_peak.gz	GSE243256_hpf12_Mesoderm_lateral_plate_tbx1.narrow_peak.gz
Differentiating_neurons_eomes	ATAC	danio_rerio	GSE243256_hpf30_Differentiating_neurons_eomes.narrow_peak.gz	GSE243256_hpf30_Differentiating_neurons_eomes.narrow_peak.gz
Tailbud_spinal_cord	ATAC	danio_rerio	GSE243256_hpf30_Tailbud_spinal_cord.narrow_peak.gz	GSE243256_hpf30_Tailbud_spinal_cord.narrow_peak.gz
Pectoral_fin_field	ATAC	danio_rerio	GSE243256_hpf48_Pectoral_fin_field.narrow_peak.gz	GSE243256_hpf48_Pectoral_fin_field.narrow_peak.gz
Endoderm	ATAC	danio_rerio	GSE243256_hpf9_Endoderm.narrow_peak.gz	GSE243256_hpf9_Endoderm.narrow_peak.gz
Mesoderm_lateral_plate_tbx1	ATAC	danio_rerio	GSE243256_hpf9_Mesoderm_lateral_plate_tbx1.narrow_peak.gz	GSE243256_hpf9_Mesoderm_lateral_plate_tbx1.narrow_peak.gz
Retina_pigmented_epithelium	ATAC	danio_rerio	GSE243256_hpf34_Retina_pigmented_epithelium.narrow_peak.gz	GSE243256_hpf34_Retina_pigmented_epithelium.narrow_peak.gz
Differentiating_neurons	ATAC	danio_rerio	GSE243256_hpf30_Differentiating_neurons.narrow_peak.gz	GSE243256_hpf30_Differentiating_neurons.narrow_peak.gz
Hatching_gland	ATAC	danio_rerio	GSE243256_hpf34_Hatching_gland.narrow_peak.gz	GSE243256_hpf34_Hatching_gland.narrow_peak.gz
Midbrain_ventral	ATAC	danio_rerio	GSE243256_hpf20_Midbrain_ventral.narrow_peak.gz	GSE243256_hpf20_Midbrain_ventral.narrow_peak.gz
Immune_cells	ATAC	danio_rerio	GSE243256_hpf22_Immune_cells.narrow_peak.gz	GSE243256_hpf22_Immune_cells.narrow_peak.gz
YSL	ATAC	danio_rerio	GSE243256_hpf8_YSL.narrow_peak.gz	GSE243256_hpf8_YSL.narrow_peak.gz
Pharyngeal_arch	ATAC	danio_rerio	GSE243256_hpf20_Pharyngeal_arch.narrow_peak.gz	GSE243256_hpf20_Pharyngeal_arch.narrow_peak.gz
Midbrain_ventral	ATAC	danio_rerio	GSE243256_hpf38_Midbrain_ventral.narrow_peak.gz	GSE243256_hpf38_Midbrain_ventral.narrow_peak.gz
Retina_Cones	ATAC	danio_rerio	GSE243256_hpf72_Retina_Cones.narrow_peak.gz	GSE243256_hpf72_Retina_Cones.narrow_peak.gz
Roofplate	ATAC	danio_rerio	GSE243256_hpf30_Roofplate.narrow_peak.gz	GSE243256_hpf30_Roofplate.narrow_peak.gz
epidermal_foxi3a	ATAC	danio_rerio	GSE243256_hpf18_epidermal_foxi3a.narrow_peak.gz	GSE243256_hpf18_epidermal_foxi3a.narrow_peak.gz
Floorplate	ATAC	danio_rerio	GSE243256_hpf24_Floorplate.narrow_peak.gz	GSE243256_hpf24_Floorplate.narrow_peak.gz
Floorplate	ATAC	danio_rerio	GSE243256_hpf20_Floorplate.narrow_peak.gz	GSE243256_hpf20_Floorplate.narrow_peak.gz
Cranial_ganglia	ATAC	danio_rerio	GSE243256_hpf34_Cranial_ganglia.narrow_peak.gz	GSE243256_hpf34_Cranial_ganglia.narrow_peak.gz
Midbrain	ATAC	danio_rerio	GSE243256_hpf12_Midbrain.narrow_peak.gz	GSE243256_hpf12_Midbrain.narrow_peak.gz
Differentiating_neurons_ganglion	ATAC	danio_rerio	GSE243256_hpf72_Differentiating_neurons_ganglion.narrow_peak.gz	GSE243256_hpf72_Differentiating_neurons_ganglion.narrow_peak.gz
Myotome	ATAC	danio_rerio	GSE243256_hpf38_Myotome.narrow_peak.gz	GSE243256_hpf38_Myotome.narrow_peak.gz
Gut	ATAC	danio_rerio	GSE243256_hpf72_Gut.narrow_peak.gz	GSE243256_hpf72_Gut.narrow_peak.gz
Myotome	ATAC	danio_rerio	GSE243256_hpf24_Myotome.narrow_peak.gz	GSE243256_hpf24_Myotome.narrow_peak.gz
Floorplate	ATAC	danio_rerio	GSE243256_hpf34_Floorplate.narrow_peak.gz	GSE243256_hpf34_Floorplate.narrow_peak.gz
Diencephalon	ATAC	danio_rerio	GSE243256_hpf38_Diencephalon.narrow_peak.gz	GSE243256_hpf38_Diencephalon.narrow_peak.gz
Epidermal_gbx2	ATAC	danio_rerio	GSE243256_hpf10_Epidermal_gbx2.narrow_peak.gz	GSE243256_hpf10_Epidermal_gbx2.narrow_peak.gz
Tailbud_spinal_cord	ATAC	danio_rerio	GSE243256_hpf11_Tailbud_spinal_cord.narrow_peak.gz	GSE243256_hpf11_Tailbud_spinal_cord.narrow_peak.gz
Midbrain_ventral	ATAC	danio_rerio	GSE243256_hpf48_Midbrain_ventral.narrow_peak.gz	GSE243256_hpf48_Midbrain_ventral.narrow_peak.gz
Hindbrain	ATAC	danio_rerio	GSE243256_hpf10_Hindbrain.narrow_peak.gz	GSE243256_hpf10_Hindbrain.narrow_peak.gz
Prechordal_plate	ATAC	danio_rerio	GSE243256_hpf9_Prechordal_plate.narrow_peak.gz	GSE243256_hpf9_Prechordal_plate.narrow_peak.gz
YSL	ATAC	danio_rerio	GSE243256_hpf10_YSL.narrow_peak.gz	GSE243256_hpf10_YSL.narrow_peak.gz
Sclerotome	ATAC	danio_rerio	GSE243256_hpf42_Sclerotome.narrow_peak.gz	GSE243256_hpf42_Sclerotome.narrow_peak.gz
Cranial_neural_crest	ATAC	danio_rerio	GSE243256_hpf20_Cranial_neural_crest.narrow_peak.gz	GSE243256_hpf20_Cranial_neural_crest.narrow_peak.gz
Midbrain	ATAC	danio_rerio	GSE243256_hpf38_Midbrain.narrow_peak.gz	GSE243256_hpf38_Midbrain.narrow_peak.gz
Notochord	ATAC	danio_rerio	GSE243256_hpf48_Notochord.narrow_peak.gz	GSE243256_hpf48_Notochord.narrow_peak.gz
Olfactory_placode	ATAC	danio_rerio	GSE243256_hpf24_Olfactory_placode.narrow_peak.gz	GSE243256_hpf24_Olfactory_placode.narrow_peak.gz
Tailbud_spinal_cord	ATAC	danio_rerio	GSE243256_hpf8_Tailbud_spinal_cord.narrow_peak.gz	GSE243256_hpf8_Tailbud_spinal_cord.narrow_peak.gz
Tailbud_spinal_cord	ATAC	danio_rerio	GSE243256_hpf18_Tailbud_spinal_cord.narrow_peak.gz	GSE243256_hpf18_Tailbud_spinal_cord.narrow_peak.gz
Non_dorsal_margin_involuted	ATAC	danio_rerio	GSE243256_hpf7_Non_dorsal_margin_involuted.narrow_peak.gz	GSE243256_hpf7_Non_dorsal_margin_involuted.narrow_peak.gz
Lens	ATAC	danio_rerio	GSE243256_hpf24_Lens.narrow_peak.gz	GSE243256_hpf24_Lens.narrow_peak.gz
Lens	ATAC	danio_rerio	GSE243256_hpf48_Lens.narrow_peak.gz	GSE243256_hpf48_Lens.narrow_peak.gz
Telencephalon	ATAC	danio_rerio	GSE243256_hpf72_Telencephalon.narrow_peak.gz	GSE243256_hpf72_Telencephalon.narrow_peak.gz
Otic_placode	ATAC	danio_rerio	GSE243256_hpf34_Otic_placode.narrow_peak.gz	GSE243256_hpf34_Otic_placode.narrow_peak.gz
Fast_muscle_cells	ATAC	danio_rerio	GSE243256_hpf24_Fast_muscle_cells.narrow_peak.gz	GSE243256_hpf24_Fast_muscle_cells.narrow_peak.gz
Myoblast	ATAC	danio_rerio	GSE243256_hpf38_Myoblast.narrow_peak.gz	GSE243256_hpf38_Myoblast.narrow_peak.gz
Tailbud_spinal_cord	ATAC	danio_rerio	GSE243256_hpf24_Tailbud_spinal_cord.narrow_peak.gz	GSE243256_hpf24_Tailbud_spinal_cord.narrow_peak.gz
Epidermal	ATAC	danio_rerio	GSE243256_hpf38_Epidermal.narrow_peak.gz	GSE243256_hpf38_Epidermal.narrow_peak.gz
Myoblast	ATAC	danio_rerio	GSE243256_hpf72_Myoblast.narrow_peak.gz	GSE243256_hpf72_Myoblast.narrow_peak.gz
Pharyngeal_epidermis	ATAC	danio_rerio	GSE243256_hpf24_Pharyngeal_epidermis.narrow_peak.gz	GSE243256_hpf24_Pharyngeal_epidermis.narrow_peak.gz
Pharyngeal_arch	ATAC	danio_rerio	GSE243256_hpf22_Pharyngeal_arch.narrow_peak.gz	GSE243256_hpf22_Pharyngeal_arch.narrow_peak.gz
Midbrain_ventral	ATAC	danio_rerio	GSE243256_hpf30_Midbrain_ventral.narrow_peak.gz	GSE243256_hpf30_Midbrain_ventral.narrow_peak.gz
Sclerotome	ATAC	danio_rerio	GSE243256_hpf30_Sclerotome.narrow_peak.gz	GSE243256_hpf30_Sclerotome.narrow_peak.gz
Mesoderm_lateral_plate	ATAC	danio_rerio	GSE243256_hpf9_Mesoderm_lateral_plate.narrow_peak.gz	GSE243256_hpf9_Mesoderm_lateral_plate.narrow_peak.gz
Otic_placode	ATAC	danio_rerio	GSE243256_hpf14_Otic_placode.narrow_peak.gz	GSE243256_hpf14_Otic_placode.narrow_peak.gz
Vessel_progenitor	ATAC	danio_rerio	GSE243256_hpf30_Vessel_progenitor.narrow_peak.gz	GSE243256_hpf30_Vessel_progenitor.narrow_peak.gz
Epidermal	ATAC	danio_rerio	GSE243256_hpf8_Epidermal.narrow_peak.gz	GSE243256_hpf8_Epidermal.narrow_peak.gz
YSL	ATAC	danio_rerio	GSE243256_hpf20_YSL.narrow_peak.gz	GSE243256_hpf20_YSL.narrow_peak.gz
Midbrain	ATAC	danio_rerio	GSE243256_hpf11_Midbrain.narrow_peak.gz	GSE243256_hpf11_Midbrain.narrow_peak.gz
Diencephalon	ATAC	danio_rerio	GSE243256_hpf9_Diencephalon.narrow_peak.gz	GSE243256_hpf9_Diencephalon.narrow_peak.gz
EVL	ATAC	danio_rerio	GSE243256_hpf4_EVL.narrow_peak.gz	GSE243256_hpf4_EVL.narrow_peak.gz
